order_date|revenue|customer_id|order_id
2004-03-10|46|C0133|O00147
2004-03-10|62|C0135|O00148
2004-03-11|62|C0009|O00149
2004-03-11|178|C0137|O00150
2004-03-11|46|C0138|O00151
2004-03-11|183|C0139|O00152
2004-03-12|186|C0141|O00153
2004-03-12|17|C0140|O00154
2004-03-12|68|C0142|O00155
2004-03-12|108|C0143|O00156
2004-03-12|18|C0132|O00157
2004-03-13|161|C0144|O00158
2004-03-14|67|C0147|O00159
2004-03-14|206|C0148|O00160
2004-03-14|164|C0146|O00161
2004-03-14|196|C0145|O00162
2004-03-15|160|C0149|O00163
2004-03-15|127|C0152|O00164
2004-03-15|54|C0154|O00165
2004-03-15|219|C0150|O00166
2004-03-15|128|C0151|O00167
2004-03-15|204|C0153|O00168
2004-03-17|101|C0156|O00169
2004-03-17|110|C0155|O00170
2004-03-18|71|C0158|O00171
2004-03-18|73|C0157|O00172
2004-03-19|38|C0066|O00173
2004-03-19|73|C0160|O00174
2004-03-19|56|C0159|O00175
2004-03-19|44|C0161|O00176
2004-03-20|21|C0164|O00177
2004-03-20|148|C0163|O00178
2004-03-20|15|C0102|O00179
2004-03-20|73|C0162|O00180
2004-03-20|46|C0165|O00181
2004-03-21|48|C0166|O00182
2004-03-21|29|C0025|O00183
2004-03-22|144|C0170|O00184
2004-03-22|36|C0167|O00185
2004-03-22|200|C0091|O00186
2004-03-22|19|C0172|O00187
2004-03-22|20|C0168|O00188
2004-03-22|119|C0171|O00189
2004-03-22|97|C0169|O00190
2004-03-23|127|C0173|O00191
2004-03-23|119|C0174|O00192
2004-03-24|34|C0177|O00193
2004-03-24|143|C0180|O00194
2004-03-24|91|C0178|O00195
2004-03-24|116|C0175|O00196
2004-03-24|191|C0179|O00197
2004-03-24|103|C0176|O00198
2004-03-25|73|C0181|O00199
2004-03-26|60|C0038|O00200
2004-03-26|141|C0183|O00201
2004-03-26|38|C0182|O00202
2004-03-27|58|C0184|O00203
2004-03-28|56|C0185|O00204
2004-03-28|118|C0017|O00205
2004-03-28|17|C0098|O00206
2004-03-28|39|C0186|O00207
2004-03-28|204|C0187|O00208
2004-03-29|116|C0188|O00209
2004-03-29|204|C0162|O00210
2004-03-29|203|C0190|O00211
2004-03-29|37|C0189|O00212
2004-03-30|60|C0192|O00213
2004-03-30|154|C0193|O00214
2004-03-30|110|C0191|O00215
2004-03-31|126|C0172|O00216
2004-03-31|42|C0194|O00217
2004-03-31|36|C0195|O00218
2004-04-01|165|C0114|O00219
2004-04-01|26|C0197|O00220
2004-04-01|69|C0198|O00221
2004-04-01|63|C0199|O00222
2004-04-01|113|C0200|O00223
2004-04-01|111|C0196|O00224
2004-04-02|82|C0203|O00225
2004-04-02|125|C0202|O00226
2004-04-02|167|C0201|O00227
2004-04-03|30|C0204|O00228
2004-04-04|214|C0205|O00229
2004-04-04|106|C0100|O00230
2004-04-04|64|C0207|O00231
2004-04-04|78|C0206|O00232
2004-04-05|134|C0208|O00233
2004-04-05|24|C0209|O00234
2004-04-05|16|C0063|O00235
2004-04-06|51|C0211|O00236
2004-04-06|74|C0212|O00237
2004-04-06|123|C0210|O00238
2004-04-06|19|C0213|O00239
2004-04-07|41|C0217|O00240
2004-04-07|36|C0215|O00241
2004-04-07|16|C0214|O00242
2004-04-07|77|C0216|O00243
2004-04-07|174|C0023|O00244
2004-04-07|20|C0218|O00245
2004-04-07|173|C0219|O00246
2004-04-08|133|C0164|O00247
2004-04-08|124|C0224|O00248
2004-04-08|103|C0107|O00249
2004-04-08|92|C0221|O00250
2004-04-08|182|C0118|O00251
2004-04-08|29|C0225|O00252
2004-04-08|78|C0223|O00253
2004-04-08|38|C0220|O00254
2004-04-08|40|C0222|O00255
2004-04-09|60|C0227|O00256
2004-04-09|52|C0228|O00257
2004-04-09|110|C0229|O00258
2004-04-09|140|C0226|O00259
2004-04-09|48|C0140|O00260
2004-04-10|33|C0231|O00261
2004-04-10|27|C0233|O00262
2004-04-10|133|C0098|O00263
2004-04-10|131|C0234|O00264
2004-04-10|122|C0230|O00265
2004-04-10|176|C0232|O00266
2004-04-11|196|C0235|O00267
2004-04-11|107|C0236|O00268
2004-04-11|36|C0237|O00269
2004-04-11|28|C0038|O00270
2004-04-11|26|C0238|O00271
2004-04-12|157|C0241|O00272
2004-04-12|74|C0242|O00273
2004-04-12|180|C0240|O00274
2004-04-12|15|C0224|O00275
2004-04-12|56|C0239|O00276
2004-04-12|162|C0079|O00277
2004-04-13|121|C0102|O00278
2004-04-13|27|C0243|O00279
2004-04-14|48|C0247|O00280
2004-04-14|173|C0246|O00281
2004-04-14|214|C0245|O00282
2004-04-14|72|C0244|O00283
2004-04-14|83|C0003|O00284
2004-04-15|50|C0250|O00285
2004-04-15|39|C0249|O00286
2004-04-15|47|C0248|O00287
2004-04-15|19|C0011|O00288
2004-04-16|92|C0252|O00289
2004-04-16|31|C0023|O00290
2004-04-16|101|C0251|O00291
2004-04-16|136|C0256|O00292
2004-04-16|175|C0042|O00293
2004-04-16|189|C0254|O00294
2004-04-16|170|C0253|O00295
2004-04-16|218|C0255|O00296
2004-04-17|57|C0258|O00297
2004-04-17|122|C0122|O00298
2004-04-17|44|C0166|O00299
2004-04-17|207|C0257|O00300
2004-04-18|41|C0160|O00301
2004-04-18|44|C0261|O00302
2004-04-18|81|C0259|O00303
2004-04-18|21|C0263|O00304
2004-04-18|173|C0260|O00305
2004-04-18|143|C0080|O00306
2004-04-18|35|C0262|O00307
2004-04-19|219|C0264|O00308
2004-04-19|106|C0265|O00309
2004-04-19|132|C0266|O00310
2004-04-20|49|C0267|O00311
2004-04-21|50|C0269|O00312
2004-04-21|30|C0268|O00313
2004-04-21|195|C0270|O00314
2004-04-21|114|C0271|O00315
2004-04-21|109|C0094|O00316
2004-04-22|93|C0273|O00317
2004-04-22|79|C0274|O00318
2004-04-22|36|C0277|O00319
2004-04-22|74|C0010|O00320
2004-04-22|112|C0276|O00321
2004-04-22|46|C0103|O00322
2004-04-22|192|C0275|O00323
2004-04-22|143|C0272|O00324
2004-04-23|202|C0280|O00325
2004-04-23|122|C0279|O00326
2004-04-23|122|C0123|O00327
2004-04-23|67|C0264|O00328
2004-04-23|135|C0278|O00329
2004-04-24|116|C0205|O00330
2004-04-24|163|C0281|O00331
2004-04-24|133|C0178|O00332
2004-04-24|211|C0283|O00333
2004-04-24|146|C0282|O00334
2004-04-24|23|C0284|O00335
2004-04-24|45|C0180|O00336
2004-04-25|18|C0081|O00337
2004-04-25|33|C0285|O00338
2004-04-25|109|C0286|O00339
2004-04-26|42|C0078|O00340
2004-04-26|48|C0242|O00341
2004-04-26|28|C0287|O00342
2004-04-26|52|C0120|O00343
2004-04-26|19|C0288|O00344
2004-04-27|144|C0190|O00345
2004-04-27|182|C0289|O00346
2004-04-28|46|C0290|O00347
2004-04-28|159|C0292|O00348
2004-04-28|49|C0105|O00349
2004-04-28|26|C0291|O00350
2004-04-29|133|C0296|O00351
2004-04-29|22|C0293|O00352
2004-04-29|186|C0295|O00353
2004-04-29|10|C0297|O00354
2004-04-29|145|C0294|O00355
2004-04-30|51|C0019|O00356
2004-04-30|42|C0158|O00357
2004-04-30|11|C0299|O00358
2004-04-30|143|C0019|O00359
2004-04-30|65|C0298|O00360
2004-05-01|100|C0079|O00361
2004-05-01|14|C0126|O00362
2004-05-01|82|C0301|O00363
2004-05-01|118|C0302|O00364
2004-05-01|173|C0300|O00365
2004-05-01|52|C0011|O00366
2004-05-02|15|C0303|O00367
2004-05-03|187|C0304|O00368
2004-05-03|70|C0305|O00369
2004-05-03|20|C0086|O00370
2004-05-03|35|C0071|O00371
2004-05-04|188|C0308|O00372
2004-05-04|142|C0306|O00373
2004-05-04|46|C0307|O00374
2004-05-04|208|C0099|O00375
2004-05-04|116|C0309|O00376
2004-05-05|55|C0310|O00377
2004-05-06|86|C0311|O00378
2004-05-06|165|C0314|O00379
2004-05-06|49|C0218|O00380
2004-05-06|70|C0066|O00381
2004-05-06|62|C0312|O00382
2004-05-06|113|C0313|O00383
2004-05-07|55|C0066|O00384
2004-05-07|128|C0316|O00385
2004-05-07|123|C0315|O00386
2004-05-07|87|C0270|O00387
2004-05-07|77|C0043|O00388
2004-05-08|103|C0321|O00389
2004-05-08|119|C0323|O00390
2004-05-08|28|C0317|O00391
2004-05-08|39|C0324|O00392
2004-05-08|81|C0318|O00393
2004-05-08|97|C0320|O00394
2004-05-08|91|C0134|O00395
2004-05-08|132|C0201|O00396
2004-05-08|147|C0322|O00397
2004-05-08|43|C0319|O00398
2004-05-09|43|C0327|O00399
2004-05-09|184|C0325|O00400
2004-05-09|173|C0328|O00401
2004-05-09|50|C0326|O00402
2004-05-09|169|C0329|O00403
2004-05-10|92|C0241|O00404
2004-05-10|110|C0160|O00405
2004-05-10|211|C0330|O00406
2004-05-10|98|C0332|O00407
2004-05-10|30|C0331|O00408
2004-05-10|55|C0067|O00409
2004-05-11|17|C0333|O00410
2004-05-11|46|C0186|O00411
2004-05-11|118|C0334|O00412
2004-05-12|62|C0336|O00413
2004-05-12|125|C0011|O00414
2004-05-12|35|C0338|O00415
2004-05-12|187|C0337|O00416
2004-05-12|46|C0335|O00417
2004-05-13|49|C0342|O00418
2004-05-13|181|C0201|O00419
2004-05-13|140|C0339|O00420
2004-05-13|45|C0239|O00421
2004-05-13|72|C0341|O00422
2004-05-13|121|C0340|O00423
2004-05-14|61|C0343|O00424
2004-05-14|145|C0044|O00425
2004-05-15|219|C0344|O00426
2004-05-15|204|C0236|O00427
2004-05-15|164|C0345|O00428
2004-05-15|71|C0346|O00429
2004-05-15|61|C0150|O00430
2004-05-15|14|C0006|O00431
2004-05-16|117|C0347|O00432
2004-05-16|105|C0350|O00433
2004-05-16|177|C0318|O00434
2004-05-16|78|C0180|O00435
2004-05-16|215|C0348|O00436
2004-05-16|64|C0349|O00437
2004-05-17|116|C0186|O00438
2004-05-17|20|C0351|O00439
2004-05-17|127|C0355|O00440
2004-05-17|75|C0354|O00441
2004-05-17|48|C0352|O00442
2004-05-17|34|C0353|O00443
2004-05-18|46|C0357|O00444
2004-05-18|144|C0003|O00445
2004-05-18|113|C0157|O00446
2004-05-18|66|C0358|O00447
2004-05-18|42|C0356|O00448
2004-05-19|122|C0359|O00449
2004-05-19|31|C0120|O00450
2004-05-19|38|C0255|O00451
2004-05-19|210|C0222|O00452
2004-05-19|16|C0236|O00453
2004-05-19|122|C0249|O00454
2004-05-19|136|C0360|O00455
2004-05-19|48|C0361|O00456
2004-05-19|41|C0044|O00457
2004-05-19|113|C0176|O00458
2004-05-20|130|C0366|O00459
2004-05-20|112|C0367|O00460
2004-05-20|61|C0364|O00461
2004-05-20|103|C0362|O00462
2004-05-20|47|C0363|O00463
2004-05-20|25|C0365|O00464
2004-05-20|114|C0276|O00465
2004-05-21|53|C0369|O00466
2004-05-21|52|C0186|O00467
2004-05-21|110|C0368|O00468
2004-05-21|136|C0370|O00469
2004-05-22|79|C0375|O00470
2004-05-22|126|C0226|O00471
2004-05-22|110|C0374|O00472
2004-05-22|55|C0372|O00473
2004-05-22|61|C0376|O00474
2004-05-22|184|C0062|O00475
2004-05-22|33|C0268|O00476
2004-05-22|101|C0373|O00477
2004-05-22|138|C0371|O00478
2004-05-22|56|C0165|O00479
2004-05-23|55|C0009|O00480
2004-05-23|110|C0227|O00481
2004-05-23|201|C0374|O00482
2004-05-23|190|C0377|O00483
2004-05-24|35|C0381|O00484
2004-05-24|18|C0382|O00485
2004-05-24|75|C0007|O00486
2004-05-24|131|C0379|O00487
2004-05-24|17|C0339|O00488
2004-05-24|30|C0380|O00489
2004-05-24|58|C0378|O00490
2004-05-25|67|C0385|O00491
2004-05-25|43|C0383|O00492
2004-05-25|20|C0387|O00493
2004-05-25|28|C0064|O00494
2004-05-25|159|C0386|O00495
2004-05-25|18|C0384|O00496
2004-05-26|124|C0151|O00497
2004-05-26|23|C0391|O00498
2004-05-26|155|C0388|O00499
2004-05-26|62|C0352|O00500
2004-05-26|198|C0389|O00501
2004-05-26|22|C0187|O00502
2004-05-26|208|C0390|O00503
2004-05-27|68|C0396|O00504
2004-05-27|165|C0213|O00505
2004-05-27|177|C0395|O00506
2004-05-27|186|C0017|O00507
2004-05-27|83|C0153|O00508
2004-05-27|51|C0394|O00509
2004-05-27|146|C0392|O00510
2004-05-27|185|C0393|O00511
2004-05-27|14|C0252|O00512
2004-05-28|24|C0397|O00513
2004-05-28|100|C0398|O00514
2004-05-29|67|C0400|O00515
2004-05-29|65|C0403|O00516
2004-05-29|25|C0384|O00517
2004-05-29|109|C0401|O00518
2004-05-29|191|C0402|O00519
2004-05-29|70|C0399|O00520
2004-05-30|149|C0407|O00521
2004-05-30|123|C0066|O00522
2004-05-30|48|C0408|O00523
2004-05-30|22|C0405|O00524
2004-05-30|150|C0406|O00525
2004-05-30|53|C0409|O00526
2004-05-30|73|C0017|O00527
2004-05-30|114|C0404|O00528
2004-05-30|146|C0068|O00529
2004-05-30|64|C0410|O00530
2004-05-31|208|C0411|O00531
2004-06-01|115|C0412|O00532
2004-06-01|31|C0347|O00533
2004-06-01|213|C0263|O00534
2004-06-01|31|C0413|O00535
2004-06-02|167|C0127|O00536
2004-06-02|158|C0108|O00537
2004-06-02|79|C0415|O00538
2004-06-02|142|C0064|O00539
2004-06-02|196|C0416|O00540
2004-06-02|173|C0230|O00541
2004-06-02|79|C0414|O00542
2004-06-03|207|C0418|O00543
2004-06-03|194|C0420|O00544
2004-06-03|20|C0419|O00545
2004-06-03|76|C0417|O00546
2004-06-04|115|C0347|O00547
2004-06-04|64|C0422|O00548
2004-06-04|25|C0423|O00549
2004-06-04|119|C0421|O00550
2004-06-04|89|C0119|O00551
2004-06-04|51|C0318|O00552
2004-06-04|53|C0422|O00553
2004-06-05|33|C0424|O00554
2004-06-05|38|C0426|O00555
2004-06-05|111|C0425|O00556
2004-06-05|162|C0159|O00557
2004-06-05|88|C0167|O00558
2004-06-05|32|C0275|O00559
2004-06-05|103|C0017|O00560
2004-06-06|187|C0429|O00561
2004-06-06|97|C0428|O00562
2004-06-06|101|C0431|O00563
2004-06-06|51|C0419|O00564
2004-06-06|60|C0315|O00565
2004-06-06|142|C0205|O00566
2004-06-06|18|C0419|O00567
2004-06-06|59|C0430|O00568
2004-06-06|119|C0427|O00569
2004-06-07|137|C0433|O00570
2004-06-07|86|C0432|O00571
2004-06-07|138|C0001|O00572
2004-06-07|116|C0434|O00573
2004-06-08|201|C0435|O00574
2004-06-08|55|C0436|O00575
2004-06-08|127|C0391|O00576
2004-06-09|78|C0102|O00577
2004-06-09|39|C0437|O00578
2004-06-09|43|C0438|O00579
2004-06-09|53|C0260|O00580
2004-06-09|46|C0415|O00581
2004-06-10|144|C0313|O00582
2004-06-10|64|C0439|O00583
2004-06-10|121|C0178|O00584
2004-06-10|120|C0044|O00585
2004-06-10|31|C0440|O00586
2004-06-10|95|C0217|O00587
2004-06-11|190|C0004|O00588
2004-06-11|12|C0442|O00589
2004-06-11|107|C0445|O00590
2004-06-11|21|C0444|O00591
2004-06-11|62|C0441|O00592
2004-06-11|57|C0333|O00593
2004-06-11|119|C0443|O00594
2004-06-12|190|C0446|O00595
2004-06-12|29|C0447|O00596
2004-06-13|100|C0448|O00597
2004-06-13|195|C0449|O00598
2004-06-13|114|C0005|O00599
2004-06-13|75|C0052|O00600
2004-06-14|175|C0451|O00601
2004-06-14|156|C0166|O00602
2004-06-14|48|C0452|O00603
2004-06-14|102|C0450|O00604
2004-06-14|138|C0389|O00605
2004-06-15|87|C0004|O00606
2004-06-15|176|C0030|O00607
2004-06-15|40|C0454|O00608
2004-06-15|10|C0033|O00609
2004-06-15|39|C0129|O00610
2004-06-15|72|C0282|O00611
2004-06-15|64|C0453|O00612
2004-06-15|201|C0181|O00613
2004-06-16|107|C0319|O00614
2004-06-16|204|C0281|O00615
2004-06-16|193|C0072|O00616
2004-06-16|132|C0455|O00617
2004-06-16|111|C0399|O00618
2004-06-16|57|C0456|O00619
2004-06-16|23|C0359|O00620
2004-06-17|46|C0173|O00621
2004-06-17|194|C0460|O00622
2004-06-17|169|C0459|O00623
2004-06-17|28|C0461|O00624
2004-06-17|193|C0375|O00625
2004-06-17|115|C0457|O00626
2004-06-17|25|C0458|O00627
2004-06-18|133|C0462|O00628
2004-06-18|39|C0275|O00629
2004-06-18|37|C0217|O00630
2004-06-18|95|C0463|O00631
2004-06-18|69|C0464|O00632
2004-06-18|11|C0028|O00633
2004-06-18|24|C0382|O00634
2004-06-19|30|C0143|O00635
2004-06-19|177|C0465|O00636
2004-06-20|50|C0021|O00637
2004-06-20|137|C0466|O00638
2004-06-20|33|C0467|O00639
2004-06-20|127|C0454|O00640
2004-06-22|79|C0468|O00641
2004-06-22|56|C0112|O00642
2004-06-22|27|C0037|O00643
2004-06-22|32|C0128|O00644
2004-06-22|104|C0460|O00645
2004-06-22|65|C0105|O00646
2004-06-22|16|C0097|O00647
2004-06-22|38|C0469|O00648
2004-06-23|38|C0011|O00649
2004-06-23|45|C0471|O00650
2004-06-23|32|C0470|O00651
2004-06-24|63|C0472|O00652
2004-06-24|213|C0473|O00653
2004-06-24|46|C0318|O00654
2004-06-25|17|C0477|O00655
2004-06-25|63|C0146|O00656
2004-06-25|83|C0390|O00657
2004-06-25|98|C0476|O00658
2004-06-25|114|C0474|O00659
2004-06-25|36|C0475|O00660
2004-06-26|75|C0481|O00661
2004-06-26|152|C0478|O00662
2004-06-26|26|C0239|O00663
2004-06-26|58|C0480|O00664
2004-06-26|104|C0207|O00665
2004-06-26|54|C0119|O00666
2004-06-26|205|C0038|O00667
2004-06-26|57|C0479|O00668
2004-06-27|65|C0486|O00669
2004-06-27|151|C0484|O00670
2004-06-27|212|C0485|O00671
2004-06-27|74|C0127|O00672
2004-06-27|39|C0483|O00673
2004-06-27|32|C0482|O00674
2004-06-28|33|C0488|O00675
2004-06-28|47|C0265|O00676
2004-06-28|195|C0491|O00677
2004-06-28|201|C0325|O00678
2004-06-28|53|C0299|O00679
2004-06-28|117|C0489|O00680
2004-06-28|128|C0490|O00681
2004-06-28|58|C0390|O00682
2004-06-28|77|C0071|O00683
2004-06-28|184|C0155|O00684
2004-06-28|70|C0487|O00685
2004-06-29|82|C0493|O00686
2004-06-29|157|C0385|O00687
2004-06-29|50|C0094|O00688
2004-06-29|35|C0495|O00689
2004-06-29|58|C0494|O00690
2004-06-29|112|C0492|O00691
2004-06-30|107|C0476|O00692
2004-06-30|197|C0498|O00693
2004-06-30|203|C0334|O00694
2004-06-30|50|C0497|O00695
2004-06-30|74|C0293|O00696
2004-06-30|13|C0499|O00697
2004-06-30|118|C0496|O00698
2004-07-01|158|C0056|O00699
2004-07-01|210|C0503|O00700
2004-07-01|79|C0058|O00701
2004-07-01|180|C0504|O00702
2004-07-01|149|C0343|O00703
2004-07-01|48|C0104|O00704
2004-07-01|81|C0063|O00705
2004-07-01|210|C0223|O00706
2004-07-01|56|C0065|O00707
2004-07-01|114|C0502|O00708
2004-07-01|141|C0500|O00709
2004-07-01|35|C0501|O00710
2004-07-01|40|C0288|O00711
2004-07-02|157|C0505|O00712
2004-07-02|203|C0005|O00713
2004-07-02|28|C0284|O00714
2004-07-02|90|C0478|O00715
2004-07-03|108|C0508|O00716
2004-07-03|78|C0509|O00717
2004-07-03|168|C0212|O00718
2004-07-03|71|C0416|O00719
2004-07-03|69|C0500|O00720
2004-07-03|90|C0406|O00721
2004-07-03|40|C0507|O00722
2004-07-03|24|C0458|O00723
2004-07-03|67|C0506|O00724
2004-07-04|82|C0514|O00725
2004-07-04|210|C0513|O00726
2004-07-04|78|C0510|O00727
2004-07-04|144|C0163|O00728
2004-07-04|206|C0512|O00729
2004-07-04|148|C0511|O00730
2004-07-04|109|C0251|O00731
2004-07-05|138|C0129|O00732
2004-07-05|115|C0375|O00733
2004-07-05|31|C0256|O00734
2004-07-05|39|C0515|O00735
2004-07-05|61|C0094|O00736
2004-07-05|101|C0151|O00737
2004-07-05|97|C0476|O00738
2004-07-06|18|C0513|O00739
2004-07-06|57|C0516|O00740
2004-07-06|138|C0140|O00741
2004-07-06|185|C0036|O00742
2004-07-07|40|C0456|O00743
2004-07-07|54|C0376|O00744
2004-07-07|56|C0519|O00745
2004-07-07|155|C0090|O00746
2004-07-07|152|C0128|O00747
2004-07-07|177|C0518|O00748
2004-07-07|47|C0517|O00749
2004-07-08|68|C0521|O00750
2004-07-08|44|C0522|O00751
2004-07-08|97|C0184|O00752
2004-07-08|29|C0195|O00753
2004-07-08|164|C0520|O00754
2004-07-09|84|C0268|O00755
2004-07-09|69|C0525|O00756
2004-07-09|117|C0208|O00757
2004-07-09|40|C0524|O00758
2004-07-09|103|C0523|O00759
2004-07-10|10|C0526|O00760
2004-07-10|100|C0242|O00761
2004-07-10|31|C0527|O00762
2004-07-10|116|C0528|O00763
2004-07-10|156|C0498|O00764
2004-07-10|22|C0414|O00765
2004-07-10|103|C0529|O00766
2004-07-11|114|C0498|O00767
2004-07-11|40|C0530|O00768
2004-07-11|77|C0169|O00769
2004-07-11|75|C0002|O00770
2004-07-12|32|C0536|O00771
2004-07-12|17|C0415|O00772
2004-07-12|41|C0535|O00773
2004-07-12|22|C0531|O00774
2004-07-12|78|C0532|O00775
2004-07-12|63|C0533|O00776
2004-07-12|175|C0053|O00777
2004-07-12|115|C0534|O00778
2004-07-13|42|C0537|O00779
2004-07-13|175|C0114|O00780
2004-07-13|97|C0538|O00781
2004-07-13|176|C0443|O00782
2004-07-13|114|C0326|O00783
2004-07-13|174|C0197|O00784
2004-07-14|41|C0072|O00785
2004-07-14|191|C0005|O00786
2004-07-14|38|C0373|O00787
2004-07-14|186|C0540|O00788
2004-07-14|134|C0483|O00789
2004-07-14|118|C0541|O00790
2004-07-14|163|C0539|O00791
2004-07-14|30|C0270|O00792
2004-07-15|59|C0542|O00793
2004-07-15|102|C0010|O00794
2004-07-15|122|C0251|O00795
2004-07-15|98|C0543|O00796
2004-07-15|176|C0545|O00797
2004-07-15|19|C0049|O00798
2004-07-15|51|C0259|O00799
2004-07-15|198|C0544|O00800
2004-07-16|172|C0186|O00801
2004-07-16|143|C0549|O00802
2004-07-16|42|C0546|O00803
2004-07-16|19|C0186|O00804
2004-07-16|147|C0548|O00805
2004-07-16|34|C0109|O00806
2004-07-16|40|C0547|O00807
2004-07-17|103|C0550|O00808
2004-07-17|54|C0441|O00809
2004-07-17|142|C0382|O00810
2004-07-17|193|C0358|O00811
2004-07-17|68|C0152|O00812
2004-07-17|23|C0387|O00813
2004-07-17|46|C0004|O00814
2004-07-18|25|C0551|O00815
2004-07-18|199|C0552|O00816
2004-07-18|102|C0553|O00817
2004-07-18|43|C0285|O00818
2004-07-18|197|C0554|O00819
2004-07-18|188|C0371|O00820
2004-07-19|32|C0556|O00821
